customer_id,customer_name,email,gender,age,membership_tier,loyalty_points,preferred_language,customer_segment,is_prime_user,home_city,home_state,country,total_order_count,gross_revenue,total_discount_amount,lifetime_value,average_order_value,total_units_purchased,product_categories_purchased,distinct_products_purchased,first_order_timestamp,last_order_timestamp,days_since_last_order,repeat_purchase_signal,customer_value_segment,web_event_count,session_count,purchase_intent_event_count,customer_conversion_rate_pct,avg_engagement_score,avg_purchase_probability,avg_cart_abandonment_probability
194,Balvan Devan,urvi87@example.org,,,Unknown,0,,Unknown,False,Orai,Arunachal Pradesh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,15,15,4,26.67,0.4994,0.5936,0.7041
195,Nicholas Ramaswamy,gayathri88@example.net,,,Unknown,0,,Unknown,False,Khammam,Punjab,India,8,949576.78,0.00,949576.78,118697.10,71,6,12,2026-03-08 18:17:26,2026-05-06 04:20:13,29,True,High Value,21,21,13,61.90,0.4633,0.4963,0.4804
196,Anay Pillay,imaran69@example.com,,,Unknown,0,,Unknown,False,Phusro,Jharkhand,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,11,11,2,18.18,0.4710,0.5701,0.3205
197,Vedant Behl,hgarde@example.net,,,Unknown,0,,Unknown,False,Kavali,Meghalaya,India,2,228630.37,0.00,228630.37,114315.19,13,3,2,2026-03-24 20:29:21,2026-05-16 22:53:36,19,True,High Value,14,14,2,14.29,0.4600,0.6699,0.4996
198,Azad Choudhary,anirudhsastry@example.com,,,Unknown,0,,Unknown,False,Siliguri,Uttarakhand,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,19,19,4,21.05,0.5468,0.4686,0.4818
199,Nirja Thaker,tbhatia@example.org,,,Unknown,0,,Unknown,False,Saharanpur,Maharashtra,India,4,638368.16,0.00,638368.16,159592.04,39,3,4,2026-03-25 22:33:12,2026-03-30 16:47:06,66,True,High Value,17,17,5,29.41,0.5518,0.4174,0.4705
2,Inferred Customer 2,,Unknown,,Unknown,0,,Inferred Web Event Customer,False,NaN,Unknown,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,18,18,6,33.33,0.5064,0.5556,0.5587
20,Gunbir Sankar,pallavi67@example.net,,,Unknown,0,,Unknown,False,Vellore,Gujarat,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,8,8,4,50.00,0.4026,0.6383,0.5591
200,Krisha Murthy,triptiwalia@example.com,,,Unknown,0,,Unknown,False,Kishanganj,Karnataka,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,17,17,7,41.18,0.4023,0.4875,0.4297
201,Rehaan Koshy,chanchal34@example.com,,,Unknown,0,,Unknown,False,Bilaspur,Punjab,India,1,87847.38,0.00,87847.38,87847.38,14,3,5,2026-05-16 16:40:10,2026-05-16 16:40:10,19,False,High Value,14,14,1,7.14,0.5754,0.5387,0.5993
202,Ikshita Mahal,jairaj98@example.com,,,Unknown,0,,Unknown,False,Unnao,Karnataka,India,3,439257.25,0.00,439257.25,146419.08,9,3,3,2026-04-27 20:07:48,2026-05-01 21:26:22,34,True,High Value,16,16,6,37.50,0.4157,0.5329,0.4097
203,Bina Basak,farhan57@example.net,,,Unknown,0,,Unknown,False,Hapur,Tripura,India,1,436067.10,0.00,436067.10,436067.10,5,1,1,2026-04-28 14:16:32,2026-04-28 14:16:32,37,False,High Value,16,16,5,31.25,0.4878,0.5611,0.4805
204,Anika Magar,ikbalkhatri@example.org,,,Unknown,0,,Unknown,False,Nangloi Jat,Gujarat,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,17,17,6,35.29,0.5719,0.4538,0.4620
205,Charles Chaudhry,tnarayanan@example.com,,,Unknown,0,,Unknown,False,Bettiah,Haryana,India,1,45269.95,0.00,45269.95,45269.95,10,3,3,2026-04-29 01:31:54,2026-04-29 01:31:54,36,False,High Value,17,17,8,47.06,0.4751,0.5412,0.5590
206,Niharika Soni,wiyengar@example.com,,,Unknown,0,,Unknown,False,Durgapur,Andhra Pradesh,India,6,1252806.86,0.00,1252806.86,208801.14,38,6,8,2026-03-27 08:34:51,2026-05-05 01:51:17,30,True,High Value,21,21,8,38.10,0.4780,0.6437,0.5255
207,Gaurav Kata,gillomisha@example.org,,,Unknown,0,,Unknown,False,Baranagar,Rajasthan,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,17,17,3,17.65,0.4273,0.4683,0.4862
208,Quincy Mann,andrachanchal@example.net,,,Unknown,0,,Unknown,False,Sikar,Uttar Pradesh,India,1,169442.92,0.00,169442.92,169442.92,6,1,0,2026-02-22 13:56:09,2026-02-22 13:56:09,102,False,High Value,12,12,3,25.00,0.5969,0.3241,0.4129
209,Wakeeta Desai,mmahajan@example.org,,,Unknown,0,,Unknown,False,Thanjavur,Jharkhand,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,13,13,4,30.77,0.2488,0.5381,0.6008
21,Harinakshi Chopra,rehaangupta@example.net,,,Unknown,0,,Unknown,False,Navi Mumbai,Arunachal Pradesh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,21,21,5,23.81,0.6005,0.6640,0.5305
210,Aarini Grewal,nazarethchakrika@example.net,,,Unknown,0,,Unknown,False,Ujjain,Telangana,India,3,671400.20,0.00,671400.20,223800.07,26,3,2,2026-03-10 12:39:08,2026-04-26 16:53:19,39,True,High Value,11,11,6,54.55,0.5687,0.4984,0.3859
211,Prisha Varma,gabriel61@example.org,,,Unknown,0,,Unknown,False,Akola,Punjab,India,1,11413.70,0.00,11413.70,11413.70,10,3,3,2026-05-16 05:45:26,2026-05-16 05:45:26,19,False,High Value,20,20,5,25.00,0.4418,0.5658,0.4694
212,Abeer Lal,ckeer@example.com,,,Unknown,0,,Unknown,False,Morena,Karnataka,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,14,14,4,28.57,0.6257,0.4842,0.4775
213,Advika Parsa,daviddani@example.com,,,Unknown,0,,Unknown,False,Barasat,Odisha,India,10,911489.43,0.00,911489.43,91148.94,50,6,11,2026-04-14 17:08:55,2026-05-17 10:02:08,18,True,High Value,25,25,11,44.00,0.4461,0.5665,0.4039
214,Jacob Merchant,timothy32@example.com,,,Unknown,0,,Unknown,False,Kozhikode,Madhya Pradesh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,14,14,2,14.29,0.5553,0.6264,0.4802
215,Ojasvi Sinha,yugbumb@example.net,,,Unknown,0,,Unknown,False,Malda,Telangana,India,2,901869.90,0.00,901869.90,450934.95,12,2,1,2026-03-21 02:35:24,2026-03-21 02:35:24,75,True,High Value,14,14,2,14.29,0.4439,0.4238,0.5856
216,Faras Choudhury,tiwarisamaksh@example.net,,,Unknown,0,,Unknown,False,Dehri,Tamil Nadu,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,18,18,3,16.67,0.4905,0.5380,0.4605
217,Jackson Jha,gchand@example.com,,,Unknown,0,,Unknown,False,Dehradun,Karnataka,India,5,531239.70,0.00,531239.70,106247.94,27,4,5,2026-03-21 15:27:22,2026-05-10 09:39:30,25,True,High Value,22,22,5,22.73,0.5136,0.5265,0.5764
218,Tanmayi Bhardwaj,umorar@example.org,,,Unknown,0,,Unknown,False,Malda,Chhattisgarh,India,4,232204.80,0.00,232204.80,58051.20,38,3,2,2026-02-24 21:00:53,2026-02-24 21:00:53,100,True,High Value,21,21,5,23.81,0.5256,0.4256,0.3715
219,Tejas Bora,sampathhemangini@example.net,,,Unknown,0,,Unknown,False,Rohtak,Uttarakhand,India,1,10246.53,0.00,10246.53,10246.53,0,0,0,2026-05-01 20:52:41,2026-05-01 20:52:41,34,False,High Value,13,13,6,46.15,0.5526,0.5353,0.4911
22,Arya Shere,faqidsavant@example.net,,,Unknown,0,,Unknown,False,Kolhapur,Maharashtra,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,19,19,7,36.84,0.5438,0.3964,0.6380
220,Urmi Balay,nilima22@example.net,,,Unknown,0,,Unknown,False,Hosur,Arunachal Pradesh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,7,7,0,0.00,0.5863,0.4436,0.3356
221,Krishna Prashad,zachariakiaan@example.net,,,Unknown,0,,Unknown,False,Dindigul,Madhya Pradesh,India,4,128042.27,0.00,128042.27,32010.57,16,4,3,2026-04-18 06:16:41,2026-05-06 15:20:38,29,True,High Value,13,13,8,61.54,0.4526,0.5912,0.3381
222,Joshua Kapoor,bajajchanchal@example.com,,,Unknown,0,,Unknown,False,Kochi,Goa,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,17,17,10,58.82,0.6200,0.4433,0.6245
223,Yug Sharma,mohammed43@example.net,,,Unknown,0,,Unknown,False,Katihar,Madhya Pradesh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,7,7,2,28.57,0.4298,0.5686,0.3386
224,Amol Khosla,ekalingachaudhuri@example.net,,,Unknown,0,,Unknown,False,Patna,Uttar Pradesh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,15,15,4,26.67,0.5442,0.4349,0.3098
225,Yash Basu,osarna@example.net,,,Unknown,0,,Unknown,False,Amroha,Punjab,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,17,17,5,29.41,0.5635,0.5867,0.6460
226,Vivaan Nagar,warjas42@example.net,,,Unknown,0,,Unknown,False,Pimpri-Chinchwad,Chhattisgarh,India,2,491221.98,0.00,491221.98,245610.99,6,3,3,2026-04-28 11:31:11,2026-04-28 11:31:11,37,True,High Value,24,24,8,33.33,0.4288,0.4733,0.5041
227,Darsh Gill,dtandon@example.com,,,Unknown,0,,Unknown,False,Haridwar,Jharkhand,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,9,9,3,33.33,0.4261,0.3269,0.3807
228,Nilima Dixit,krisha28@example.com,,,Unknown,0,,Unknown,False,Loni,Karnataka,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,9,9,4,44.44,0.6063,0.6721,0.4562
229,Ubika Bhardwaj,jsaha@example.net,,,Unknown,0,,Unknown,False,Kamarhati,Jharkhand,India,2,198908.00,0.00,198908.00,99454.00,16,5,5,2026-04-11 22:48:19,2026-04-11 22:48:19,54,True,High Value,16,16,4,25.00,0.4942,0.5668,0.5025
23,Girik Khalsa,niharikasunder@example.com,,,Unknown,0,,Unknown,False,Dhanbad,Rajasthan,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,9,9,1,11.11,0.4396,0.4864,0.3970
230,Samar Narayanan,senguptakamala@example.org,,,Unknown,0,,Unknown,False,Munger,Haryana,India,10,770501.40,0.00,770501.40,77050.14,64,7,12,2026-02-23 04:02:38,2026-04-28 00:06:34,37,True,High Value,14,14,3,21.43,0.4401,0.5269,0.5802
231,Balveer Bora,teerthsrinivas@example.org,,,Unknown,0,,Unknown,False,Faridabad,Himachal Pradesh,India,2,240310.20,0.00,240310.20,120155.10,12,4,4,2026-05-03 11:07:11,2026-05-03 11:07:11,32,True,High Value,12,12,6,50.00,0.3966,0.4923,0.4532
232,Ranveer Dalal,skibe@example.net,,,Unknown,0,,Unknown,False,Avadi,Andhra Pradesh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,19,19,6,31.58,0.5304,0.5221,0.4852
233,Barkha Rai,pwalla@example.com,,,Unknown,0,,Unknown,False,Sikar,Haryana,India,1,169919.24,0.00,169919.24,169919.24,9,2,2,2026-05-06 07:40:20,2026-05-06 07:40:20,29,False,High Value,20,20,7,35.00,0.6088,0.4938,0.4917
234,Unnati Chaudhari,nnagarajan@example.com,,,Unknown,0,,Unknown,False,Bhilwara,Kerala,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,13,13,4,30.77,0.6303,0.5266,0.4330
235,Madhav Babu,omisha42@example.org,,,Unknown,0,,Unknown,False,Haridwar,Arunachal Pradesh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,13,13,5,38.46,0.5591,0.5099,0.4183
236,Xalak Nazareth,vrinda77@example.org,,,Unknown,0,,Unknown,False,Berhampur,Madhya Pradesh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,18,18,5,27.78,0.4907,0.6781,0.3983
237,Qarin Bhargava,bordechanakya@example.org,,,Unknown,0,,Unknown,False,Gulbarga,Chhattisgarh,India,5,169172.21,0.00,169172.21,33834.44,51,2,1,2026-02-23 14:16:10,2026-03-24 05:12:18,72,True,High Value,14,14,5,35.71,0.6134,0.5587,0.6461
238,Ekansh Dora,kamdaryashasvi@example.com,,,Unknown,0,,Unknown,False,Durgapur,Uttarakhand,India,1,192399.28,0.00,192399.28,192399.28,7,1,0,2026-02-16 18:41:49,2026-02-16 18:41:49,108,False,High Value,14,14,5,35.71,0.5122,0.4217,0.3949
239,Vinaya Babu,walinisha@example.org,,,Unknown,0,,Unknown,False,Allahabad,Punjab,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,9,9,2,22.22,0.5692,0.4175,0.4895
24,Ladli Agate,ylanka@example.com,,,Unknown,0,,Unknown,False,Rewa,Arunachal Pradesh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,14,14,5,35.71,0.5142,0.3495,0.4847
240,Bhavini Badal,ggola@example.org,,,Unknown,0,,Unknown,False,Bettiah,Telangana,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,10,10,2,20.00,0.3237,0.2743,0.4237
241,Irya Loke,xbrar@example.com,,,Unknown,0,,Unknown,False,New Delhi,Gujarat,India,7,493154.23,0.00,493154.23,70450.60,75,7,15,2026-03-04 21:21:08,2026-04-19 18:01:25,46,True,High Value,14,14,4,28.57,0.5410,0.4878,0.4523
242,Charita Buch,chandernidra@example.com,,,Unknown,0,,Unknown,False,Buxar,Haryana,India,3,811682.91,0.00,811682.91,270560.97,21,5,5,2026-05-12 19:28:02,2026-05-12 19:28:02,23,True,High Value,16,16,5,31.25,0.4726,0.4947,0.3731
243,Aditya Garg,tataradha@example.net,,,Unknown,0,,Unknown,False,Suryapet,Meghalaya,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,21,21,6,28.57,0.4580,0.4722,0.5302
244,Brijesh Karpe,vaishnavimadan@example.org,,,Unknown,0,,Unknown,False,Buxar,West Bengal,India,4,589226.55,0.00,589226.55,147306.64,42,4,6,2026-02-10 17:05:24,2026-04-02 03:40:20,63,True,High Value,22,22,5,22.73,0.5301,0.5248,0.5096
245,Praneel Murty,johalmaanas@example.net,,,Unknown,0,,Unknown,False,Parbhani,Nagaland,India,5,703036.86,0.00,703036.86,140607.37,39,4,3,2026-02-24 13:33:39,2026-04-17 19:18:35,48,True,High Value,18,18,7,38.89,0.3225,0.6124,0.5189
246,Wridesh Ramachandran,leena21@example.net,,,Unknown,0,,Unknown,False,Solapur,Jharkhand,India,2,353534.86,0.00,353534.86,176767.43,14,3,3,2026-04-11 17:52:38,2026-04-29 07:05:08,36,True,High Value,17,17,4,23.53,0.5357,0.4535,0.5555
247,Vincent Borra,mekhala50@example.net,,,Unknown,0,,Unknown,False,Meerut,Bihar,India,3,489452.13,0.00,489452.13,163150.71,14,3,3,2026-04-08 08:38:50,2026-04-08 08:38:50,57,True,High Value,9,9,4,44.44,0.5036,0.5059,0.6060
248,Ishani Prashad,rgrewal@example.net,,,Unknown,0,,Unknown,False,Hospet,Meghalaya,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,13,13,5,38.46,0.4253,0.5095,0.3346
249,Yatin Borah,loyalmitesh@example.com,,,Unknown,0,,Unknown,False,Guwahati,Tripura,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,16,16,5,31.25,0.4640,0.4424,0.4682
25,Mohammed Gupta,teerth09@example.net,,,Unknown,0,,Unknown,False,Bhusawal,Tamil Nadu,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,12,12,6,50.00,0.4760,0.5107,0.4151
250,Hredhaan Chand,morarsai@example.com,,,Unknown,0,,Unknown,False,Pali,Karnataka,India,3,1035157.80,0.00,1035157.80,345052.60,10,1,0,2026-04-02 21:34:20,2026-04-02 21:34:20,63,True,High Value,10,10,3,30.00,0.6280,0.5909,0.4136
251,Rachit Sankar,avala@example.org,,,Unknown,0,,Unknown,False,Kota,Chhattisgarh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,19,19,5,26.32,0.6526,0.5582,0.4958
252,Ekta Rajan,manneodika@example.com,,,Unknown,0,,Unknown,False,Hubli–Dharwad,Kerala,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,14,14,0,0.00,0.4856,0.5411,0.4139
253,Lajita Gara,amrutamitra@example.com,,,Unknown,0,,Unknown,False,Karaikudi,Haryana,India,3,307902.34,0.00,307902.34,102634.11,16,1,0,2026-02-16 12:20:07,2026-02-17 18:59:40,107,True,High Value,16,16,3,18.75,0.4709,0.4622,0.5523
254,Radhika Majumdar,emistry@example.org,,,Unknown,0,,Unknown,False,Ulhasnagar,Assam,India,7,1469461.34,0.00,1469461.34,209923.05,86,4,6,2026-02-07 00:47:57,2026-05-05 16:10:31,30,True,High Value,19,19,5,26.32,0.6273,0.4072,0.5128
255,Rohan Shankar,deshmukhdaksha@example.org,,,Unknown,0,,Unknown,False,Chandrapur,Haryana,India,2,259916.64,0.00,259916.64,129958.32,26,5,6,2026-05-08 20:55:11,2026-05-08 20:55:11,27,True,High Value,14,14,2,14.29,0.3450,0.5577,0.4315
256,Forum Sarraf,qushi92@example.com,,,Unknown,0,,Unknown,False,Thoothukudi,Uttarakhand,India,2,28915.44,0.00,28915.44,14457.72,17,1,0,2026-03-07 11:52:48,2026-03-07 11:52:48,89,True,High Value,16,16,5,31.25,0.6098,0.3818,0.4235
257,Varenya Murthy,mitalinagar@example.com,,,Unknown,0,,Unknown,False,Madanapalle,Tamil Nadu,India,2,254878.86,0.00,254878.86,127439.43,25,4,4,2026-04-26 18:38:28,2026-04-26 18:38:28,39,True,High Value,15,15,6,40.00,0.5575,0.5334,0.3767
258,Eshana Puri,maya51@example.net,,,Unknown,0,,Unknown,False,Ramgarh,Uttar Pradesh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,17,17,7,41.18,0.4786,0.5333,0.4915
259,Avi Shenoy,rakshamanne@example.net,,,Unknown,0,,Unknown,False,Guntakal,Nagaland,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,15,15,5,33.33,0.5643,0.4875,0.5034
26,Vansha Thakkar,daksheshtrivedi@example.org,,,Unknown,0,,Unknown,False,Satara,Arunachal Pradesh,India,3,359284.09,0.00,359284.09,119761.36,15,2,1,2026-02-27 02:36:01,2026-05-07 17:52:33,28,True,High Value,13,13,3,23.08,0.4767,0.5192,0.4464
260,Liam Mitter,zayyandube@example.net,,,Unknown,0,,Unknown,False,Alappuzha,Sikkim,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,13,13,4,30.77,0.4595,0.5122,0.5060
261,Varenya Rattan,ybansal@example.com,,,Unknown,0,,Unknown,False,Burhanpur,Assam,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,14,14,3,21.43,0.5178,0.5154,0.5948
262,Isha Ganesan,rattagarima@example.com,,,Unknown,0,,Unknown,False,Moradabad,Tripura,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,14,14,3,21.43,0.4193,0.3515,0.4741
263,Tristan Uppal,sanayaprasad@example.com,,,Unknown,0,,Unknown,False,Hyderabad,Bihar,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,16,16,6,37.50,0.4833,0.5176,0.3656
264,Hemani Bakshi,scheema@example.com,,,Unknown,0,,Unknown,False,Giridih,Tamil Nadu,India,2,166126.50,0.00,166126.50,83063.25,29,5,4,2026-03-29 12:44:00,2026-03-29 12:44:00,67,True,High Value,19,19,2,10.53,0.4422,0.5493,0.4179
265,Ijaya Muni,tamanna38@example.com,,,Unknown,0,,Unknown,False,Bhiwandi,Uttarakhand,India,2,6895.10,0.00,6895.10,3447.55,32,5,5,2026-04-24 06:21:12,2026-04-24 06:21:12,41,True,High Value,11,11,3,27.27,0.4361,0.4811,0.6007
266,Sneha Nagar,mitalchaitanya@example.net,,,Unknown,0,,Unknown,False,Fatehpur,Bihar,India,2,125990.64,0.00,125990.64,62995.32,19,3,4,2026-04-29 01:07:40,2026-04-29 01:07:40,36,True,High Value,12,12,4,33.33,0.5630,0.5737,0.4687
267,Ikbal Gala,zaitraghosh@example.net,,,Unknown,0,,Unknown,False,Lucknow,West Bengal,India,3,136964.40,0.00,136964.40,45654.80,26,7,7,2026-05-02 10:03:25,2026-05-02 10:03:25,33,True,High Value,23,23,8,34.78,0.5259,0.4559,0.4958
268,Turvi Kata,lgour@example.net,,,Unknown,0,,Unknown,False,Bathinda,Nagaland,India,13,1533012.58,0.00,1533012.58,117924.04,107,4,4,2026-02-16 16:03:12,2026-04-17 03:16:57,48,True,High Value,16,16,8,50.00,0.5185,0.5305,0.4194
269,Shivani Sanghvi,tagrawal@example.org,,,Unknown,0,,Unknown,False,Tenali,Andhra Pradesh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,11,11,3,27.27,0.4467,0.5024,0.3446
27,Wahab Raval,koshybalveer@example.net,,,Unknown,0,,Unknown,False,Coimbatore,Punjab,India,2,65101.52,0.00,65101.52,32550.76,7,1,0,2026-01-22 00:42:03,2026-01-22 00:42:03,133,True,High Value,17,17,3,17.65,0.5584,0.5043,0.6220
270,Harsh Yadav,jasmitnanda@example.org,,,Unknown,0,,Unknown,False,Alwar,Tripura,India,7,633367.00,0.00,633367.00,90481.00,53,6,9,2026-03-24 22:39:15,2026-04-20 22:54:54,45,True,High Value,17,17,6,35.29,0.5293,0.5749,0.5734
271,Dhriti Rama,wcomar@example.com,,,Unknown,0,,Unknown,False,Raipur,Himachal Pradesh,India,3,529157.64,0.00,529157.64,176385.88,29,4,7,2026-04-26 19:43:17,2026-05-17 18:30:30,18,True,High Value,11,11,5,45.45,0.4954,0.5529,0.5505
272,Frado Desai,jacob34@example.org,,,Unknown,0,,Unknown,False,Tadipatri,Goa,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,8,8,3,37.50,0.5767,0.5009,0.3924
273,Yasti Rama,kdevi@example.com,,,Unknown,0,,Unknown,False,Dindigul,Tamil Nadu,India,1,85123.30,0.00,85123.30,85123.30,9,3,3,2026-04-27 04:53:32,2026-04-27 04:53:32,38,False,High Value,10,10,2,20.00,0.3311,0.4605,0.5872
274,Ojas Suri,logan25@example.com,,,Unknown,0,,Unknown,False,Gaya,Meghalaya,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,12,12,4,33.33,0.6448,0.6213,0.3738
275,Laban Hayer,ptiwari@example.com,,,Unknown,0,,Unknown,False,Secunderabad,Andhra Pradesh,India,1,280760.55,0.00,280760.55,280760.55,9,2,1,2026-02-25 22:01:59,2026-02-25 22:01:59,99,False,High Value,16,16,4,25.00,0.4897,0.5555,0.4497
276,Vrinda Ganesh,balasubramanianthomas@example.com,,,Unknown,0,,Unknown,False,Pallavaram,Maharashtra,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,12,12,4,33.33,0.4572,0.5679,0.4728
277,Om Shankar,hvaidya@example.net,,,Unknown,0,,Unknown,False,Panipat,Haryana,India,2,187368.72,0.00,187368.72,93684.36,12,1,0,2026-01-26 19:20:38,2026-01-26 19:20:38,129,True,High Value,16,16,3,18.75,0.3859,0.4910,0.3800
278,Benjamin Sastry,pavanichaudry@example.net,,,Unknown,0,,Unknown,False,Agartala,Tripura,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,17,17,5,29.41,0.3928,0.3557,0.6366
279,Shivani Lall,gagan71@example.org,,,Unknown,0,,Unknown,False,Bihar Sharif,West Bengal,India,2,261614.41,0.00,261614.41,130807.21,32,6,8,2026-04-11 05:22:17,2026-05-03 11:17:00,32,True,High Value,19,19,5,26.32,0.3507,0.4816,0.4383
28,Advika Jayaraman,william46@example.org,,,Unknown,0,,Unknown,False,Gurgaon,Sikkim,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,20,20,3,15.00,0.5939,0.5952,0.5907
280,Priya Gandhi,samueljhaveri@example.org,,,Unknown,0,,Unknown,False,Giridih,Tamil Nadu,India,2,362318.20,0.00,362318.20,181159.10,10,3,3,2026-05-04 12:04:57,2026-05-04 12:04:57,31,True,High Value,21,21,6,28.57,0.5290,0.4871,0.4588
281,Ekiya Master,amara81@example.org,,,Unknown,0,,Unknown,False,Katihar,Himachal Pradesh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,18,18,6,33.33,0.5567,0.5201,0.5794
282,Kevin Krish,ekantakota@example.net,,,Unknown,0,,Unknown,False,Allahabad,Himachal Pradesh,India,6,531816.27,0.00,531816.27,88636.05,45,6,11,2026-04-03 17:56:12,2026-04-29 16:17:15,36,True,High Value,19,19,11,57.89,0.6188,0.5923,0.4756
283,Oeshi Prashad,oborra@example.org,,,Unknown,0,,Unknown,False,Unnao,Chhattisgarh,India,2,382773.00,0.00,382773.00,191386.50,27,4,9,2026-05-08 14:09:52,2026-05-08 14:09:52,27,True,High Value,20,20,8,40.00,0.5521,0.5496,0.6416
284,Jyoti Sha,lnarang@example.org,,,Unknown,0,,Unknown,False,Kottayam,Telangana,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,10,10,2,20.00,0.6483,0.5833,0.4697
285,Dev Warrior,bkamdar@example.org,,,Unknown,0,,Unknown,False,Berhampore,Rajasthan,India,2,159152.40,0.00,159152.40,79576.20,22,2,1,2026-03-27 06:29:52,2026-03-31 20:41:56,65,True,High Value,22,22,6,27.27,0.5445,0.4789,0.3823
286,Geetika De,roza@example.org,,,Unknown,0,,Unknown,False,Agartala,Karnataka,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,16,16,4,25.00,0.4395,0.5133,0.5644
287,Amol Dash,ridhishan@example.org,,,Unknown,0,,Unknown,False,Navi Mumbai,Rajasthan,India,7,1248765.77,0.00,1248765.77,178395.11,70,7,16,2026-04-03 01:01:31,2026-04-23 00:16:58,42,True,High Value,15,15,7,46.67,0.5267,0.6593,0.3985
288,Chasmum Dutt,girik54@example.org,,,Unknown,0,,Unknown,False,Panihati,Tamil Nadu,India,1,203388.35,0.00,203388.35,203388.35,8,2,1,2026-04-25 09:03:57,2026-04-25 09:03:57,40,False,High Value,14,14,5,35.71,0.4430,0.5590,0.6592
289,Dalaja Kaur,tchand@example.org,,,Unknown,0,,Unknown,False,Dehradun,Arunachal Pradesh,India,1,367166.15,0.00,367166.15,367166.15,5,2,1,2026-04-09 17:17:49,2026-04-09 17:17:49,56,False,High Value,8,8,2,25.00,0.2649,0.5979,0.2748
29,Aditya Shanker,borahtanay@example.net,,,Unknown,0,,Unknown,False,Berhampore,Karnataka,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,15,15,7,46.67,0.5707,0.5329,0.5172
